NumeroPedido;DtHoraPedido;DtHoraIntegracaoERP;Loja-Nome;Cod Loja;Bairro Entrega;CategoriaProduto;FormaPagamento;QTD.Itens;Qtd Unidades Devolvidas;NrItensCancelados;Peso Total (kg);ValorBrutoPedido(R$);Valor Desconto (R$);ValorLiquidoPedido(R$);HouveDesconto;CanalPedido;Dt Separacao Estoque;DtNotaFiscal;Dt_Despacho_Transportadora;DtEntregaCliente;Valor Frete (R$);TransportadoraResponsavel;SituacaoPedido;OBS
PA-2024-03445;02/25/2024 12:05 AM;02/25/2024 12:55 AM;Pata Amiga Rio dos cedros;;Palmeiras;racao;CARTAO DE DEBITO;10;;0;14.4;2187.80;R$ 470,38;R$ 1.717,42;1;;;;;;;;Retirada na loja;
PA-2024-03404;02/24/2024 03:47 PM;02/25/2024 01:47 AM;Pata Amiga Timbo;LJ-005;Araponguinhas;RACAO;Cartão de Crédito;9;0;0;14.4;1.027,68;R$ 493,29;534;Sim;Site;2024-02-27;2024-02-27;2024-02-28;2024-03-01;52.90;Correios;Entregue;
PA-2024-03395;02/24/2024 10:07 PM;02/25/2024 03:07 AM;Pata Amiga Rio do Sul;;Centro;Brinquedos;Pix;2;0;0;1,6;151,90;0.00;151,90;Não;app;2024-02-26;2024-02-26;2024-03-03;2024-03-04;8;TransPet Log;Entregue;
PA-2024-03426;02/24/2024 10:47 PM;02/25/2024 03:47 AM;PATA AMIGA SANTO AMARO DA IMPERATRIZ;LJ-020;Centro;Higiene e Beleza;Pix;9;1;0;17.7;R$ 342,67;;256.32;true;Site;2024-02-28;2024-02-29;2024-03-02;2024-03-05;47.71;Rapido Catarinense;Entregue;conferir endereco com o cliente
PA-2024-03433;02/25/2024 03:23 AM;02/25/2024 04:43 AM;Pata Amiga Blumenau Centro;;Velha;HIGIENE;DINHEIRO;1;;0;1.5;R$ 33,61;5,81;R$ 27,80;true;App;2024-02-26;2024-02-27;2024-03-01;2024-03-02;R$ 9,44;Entrega Expressa SC;Entregue;
PA-2024-03442;02/25/2024 04:15 AM;02/25/2024 04:50 AM;pata amiga gaspar;;Figueira;medicamento;Especie;4;0;0;6.5;532,01;92.04;439,97;X;SITE;2024-02-27;2024-02-28;2024-02-29;2024-03-02;22,57;Correios;Entregue;produto fora de linha - substituido
PA-2024-03448;02/25/2024 05:25 AM;02/25/2024 06:15 AM;Pata Amiga Tubarão;LJ-022;Oficinas;MEDICAMENTO;boleto;3;0;0;3.9;435,80;37.91;397;SIM;loja fisica;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2024-03439;02/25/2024 06:23 AM;02/25/2024 06:33 AM;PATA AMIGA TIMBO;;Araponguinhas;Racao Seca;VALE PET;5;0;0;15.9;750.08;161,27;588,81;true;APP;2024-02-27;2024-02-27;2024-03-01;2024-03-03;55;Rapido Catarinense;Entregue;pedido recorrente
PA-2024-03430;02/24/2024 10:00 PM;02/25/2024 08:00 AM;pata amiga lages;LJ-025;Centro;PETISCO;PIX;3;0;0;1.9;119,64;10;109.59;sim;whatsapp;2024-02-28;2024-02-28;2024-03-01;2024-03-02;-;TransPet Log;Entregue;conferir endereco com o cliente
PA-2024-03449;02/25/2024 02:35 AM;02/25/2024 12:35 PM;Pata Amiga Ararangua;LJ-023;Centro;Hig.;Especie;3;0;0;1.3;145,25;1.60;143;true;LOJA FISICA;;;;;;;Retirada na loja;pedido recorrente
PA-2024-03444;02/25/2024 12:20 PM;02/25/2024 12:55 PM;Pata Amiga Rio dos Cedros;LJ-012;Palmeiras;RAÇÃO;Boleto;8;;0;28,7;R$ 1.342,05;288.54;1.053,51;1;site;2024-02-28;2024-03-01;2024-03-10;2024-03-11;37,22;Rapido Catarinense;Entregue;
PA-2024-03446;02/25/2024 11:45 AM;02/25/2024 01:45 PM;Pata Amiga Jaraguá do Sul;LJ-014;Centro;racao;Credito;2;0;0;5.2;R$ 442,88;2,66;R$ 440,22;SIM;App;2024-02-26;;;;;TransPet Log;Aguardando nota fiscal;
PA-2024-03443;02/25/2024 04:23 PM;02/25/2024 05:13 PM;PATA AMIGA IBIRAMA;;Bela Alianca;petisco;DINHEIRO;;0;;4.1;78,83;R$ 0,00;78.83;Não;app;2024-02-27;2024-02-28;2024-03-07;2024-03-10;R$ 10,51;Entrega Expressa SC;Entregue;
PA-2024-03437;02/25/2024 08:15 AM;02/25/2024 06:15 PM; Pata Amiga Brusque;;Limeira;BRINQUEDO;CARTAO DE DEBITO;2;0;0;3,0;98,14;0,00;98,14;F;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03450;02/25/2024 05:23 PM;02/25/2024 07:23 PM;pata amiga laguna;LJ-024;Centro;acessorio;CARTAO DE DEBITO;;0;0;6,5;392.80;R$ 34,17;358.63;1;app;2024-02-27;2024-02-28;2024-03-02;2024-03-03;R$ 13,70;Entrega Expressa SC;Entregue;
PA-2024-03438;02/25/2024 07:10 PM;02/25/2024 07:45 PM;PATA AMIGA TIMBO;LJ-005;Araponguinhas;RAÇÃO;Especie;2;0;0;4.0;301,79;64.88;236,91;SIM;telefone;2024-02-26;2024-02-27;2024-03-01;2024-03-03;14;TransPet Log;Entregue;
PA-2024-03435;02/25/2024 07:00 PM;02/25/2024 08:20 PM;pata amiga blumenau centro;LJ-001;Garcia;RAÇÃO;Especie;7;0;2;7,4;;172,07;R$ 822,56;SIM;telefone;2024-02-26;2024-02-26;;;;TransPet Log;Aguardando despacho;
PA-2024-03447;02/25/2024 03:52 PM;02/25/2024 08:52 PM;Pata Amiga Florianopolis Norte/SC;LJ-017;Costeira;Brinquedos;Cartão de Débito;1;;0;2.2;48,29;0.24;R$ 48,05;sim;site;2024-02-26;2024-02-26;2024-02-29;2024-03-03;10,69;Rapido Catarinense;Entregue;
PA-2024-03434;02/25/2024 08:38 PM;02/25/2024 08:58 PM;Pata Amiga Blumenau Centro;LJ-001;Ribeirao Fresco;Medicamentos;VALE PET;6;0;2;12.3;R$ 606,28;104,89;501,39;V;App;2024-02-27;2024-02-28;2024-03-03;2024-03-04;22;TransPet Log;Entregue;
PA-2024-03441;02/25/2024 09:10 PM;02/25/2024 09:45 PM;pata amiga gaspar;;Figueira;HIGIENE;Vale Pet;5;0;0;15,6;130,59;R$ 22,59;108.00;1;Site;2024-02-28;2024-02-28;2024-03-02;2024-03-04;;TransPet Log;Entregue;produto fora de linha - substituido
PA-2024-03440;02/25/2024 08:00 PM;02/25/2024 11:00 PM;pata amiga indaial;;Warnow;Rac.;Cartão de Débito;6;0;;7.1;R$ 938,90;201,86;737;sim;whatsapp;2024-02-27;2024-02-28;2024-02-29;2024-03-02;R$ 24,72;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2024-03436;02/25/2024 09:47 PM;02/25/2024 11:07 PM;Pata Amiga Blumenau Centro/SC;LJ-001;Fortaleza;servico;Cartao de Debito;1;0;0;2,9;98;17.03;R$ 81,43;X;Whatsapp;2024-02-27;2024-02-27;;;;Entrega Expressa SC;Aguardando despacho;embalagem para presente
PA-2024-03451;02/26/2024 01:47 AM;02/26/2024 04:47 AM;Pata Amiga Itajai Praia;LJ-003;Cordeiros;Brinquedo;Debito;1;0;0;2,3;51;R$ 0,00;51;Não;WHATSAPP;2024-02-28;2024-02-29;2024-03-02;2024-03-04;11,10;Entrega Expressa SC;Entregue;aguardando confirmacao de estoque
PA-2024-03455;02/26/2024 03:30 AM;02/26/2024 05:30 AM;pata amiga ibirama;LJ-011;Centro;RACAO;Vale Pet;-;0;0;8.4;R$ 515,35;R$ 31,95;R$ 483,40;Sim;telefone;2024-02-29;2024-03-01;2024-03-07;2024-03-11;R$ 28,85;Entrega Expressa SC;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03452;02/26/2024 04:55 AM;02/26/2024 05:45 AM;PATA AMIGA BRUSQUE;LJ-004;Limeira;RAÇÃO;BOLETO;3;0;0;4.3;R$ 515,61;R$ 0,00;515.61;N;app;2024-02-27;2024-02-27;2024-02-29;2024-03-02;10,75;Entrega Expressa SC;Entregue;
PA-2024-03453;02/26/2024 11:55 AM;02/26/2024 12:45 PM;Pata Amiga Presidente Getúlio;;Fundo Canoas;Brinquedos;Cartao de Debito;3;0;0;6,4;R$ 202,87;12;190.29;true;APP;2024-03-02;2024-03-03;2024-03-10;2024-03-12;24;Rapido Catarinense;Entregue;
PA-2024-03457;02/26/2024 02:05 PM;02/26/2024 02:55 PM;Pata Amiga Criciuma/SC;;Centro;Med.;CARTAO DE CREDITO;2;0;0;0,8;250,11;R$ 39,77;210,34;Sim;APP;2024-02-28;2024-02-28;2024-03-03;2024-03-05;R$ 6,69;Correios;Entregue;conferir endereco com o cliente
PA-2024-03456;02/26/2024 01:40 PM;02/26/2024 11:40 PM;Pata Amiga Jaraguá do Sul;;Centro;Petisco;Debito;1;0;0;1.8;R$ 39,31;R$ 0,00;39;;WhatsApp;2024-02-28;2024-02-29;2024-03-04;2024-03-06;7.09;TransPet Log;Entregue;embalagem para presente
PA-2024-03459;02/26/2024 09:10 PM;02/27/2024 12:10 AM;pata amiga criciuma;;;Acessório;VALE PET;7;0;0;14.1;639;101,66;537,71;S;site;2024-03-01;2024-03-02;;;;Entrega Expressa SC;Aguardando despacho;
PA-2024-03454;02/26/2024 10:15 PM;02/27/2024 01:15 AM;Pata Amiga Ituporanga;LJ-010;Centro;petisco;Debito;7;1;0;22,0;327,69;36,37;R$ 291,32;true;site;2024-02-28;2024-03-01;2024-03-15;2024-03-18;R$ 47,62;Rapido Catarinense;Entregue;
PA-2024-03458;02/26/2024 11:55 PM;02/27/2024 01:55 AM;Pata Amiga Criciuma;LJ-021;Centro;Racao Seca;Boleto;6;0;1;17,5;1093.56;173;919.68;1;App;2024-02-29;2024-03-01;2024-03-03;2024-03-06;R$ 49,32;Correios;Entregue;pedido recorrente
PA-2024-03461;02/27/2024 02:47 AM;02/27/2024 03:07 AM;Pata Amiga Blumenau Centro/SC;;Velha;Brinquedos;CARTAO DE DEBITO;7;0;0;12,5;426,24;66.07;R$ 360,17;true;site;;;;;;;Pedido cancelado;cliente pediu entrega no periodo da tarde
PA-2024-03463;02/27/2024 12:15 AM;02/27/2024 03:15 AM;Pata Amiga Blumenau Centro;LJ-001;Ribeirao Fresco;Servico;Pix;4;0;0;9,0;328,96;50,99;R$ 277,97;X;Site;2024-02-29;2024-03-01;2024-03-03;2024-03-06;R$ 15,97;Rapido Catarinense;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03472;02/27/2024 02:07 AM;02/27/2024 03:27 AM;PATA AMIGA ARARANGUA;LJ-023;Cidade Alta;PETISCO;VALE PET;8;0;0;16,7;299;R$ 95,58;R$ 204,05;sim;site;2024-02-28;2024-02-29;2024-03-02;2024-03-03;37,87;TransPet Log;Entregue;
PA-2024-03464;02/27/2024 04:07 AM;02/27/2024 07:07 AM;Pata Amiga Rio Do Sul;LJ-002;Laranjeiras;petisco;DINHEIRO;2;n/d;0;7.0;R$ 51,61;4,23;47.38;SIM;WhatsApp;2024-02-29;2024-02-29;2024-03-05;2024-03-06;20,99;TransPet Log;Entregue;
PA-2024-03471;02/27/2024 02:07 AM;02/27/2024 07:07 AM;Pata Amiga Ararangua;;Cidade Alta;Petiscos;pix;7;0;0;21.9;150,21;47;102;1;App Pata Amiga;2024-02-29;2024-03-01;2024-03-02;2024-03-05;71.15;Correios;Entregue;
PA-2024-03460;02/27/2024 08:40 AM;02/27/2024 08:50 AM;Pata Amiga Blumenau Centro/SC;LJ-001;Ribeirao Fresco;Medicamentos;boleto;5;0;;12,3;717,32;R$ 111,18;606,14;V;Loja Física;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2024-03470;02/27/2024 10:07 AM;02/27/2024 10:42 AM;Pata Amiga Criciúma;LJ-021;Prospera;Rac.;PIX;5;0;;13,8;572,31;R$ 44,64;527,67;SIM;App Pata Amiga;2024-03-01;2024-03-01;;;;Logistica Propria;Aguardando despacho;
PA-2024-03474;02/27/2024 11:35 AM;02/27/2024 01:35 PM;PATA AMIGA LAGES;;Coral;RACAO;pix;3;0;0;10.3;R$ 610,31;0.00;610,31;nao;App Pata Amiga;2024-02-29;2024-02-29;2024-03-02;2024-03-04;16,89;TransPet Log;Entregue;
PA-2024-03466;02/27/2024 02:23 PM;02/27/2024 04:23 PM;pata amiga gaspar;;Gasparinho;Acessório;BOLETO;5;;0;19,6;359,03;R$ 55,65;303,38;X;app;2024-03-01;2024-03-01;2024-03-05;2024-03-07;35,27;Correios;Entregue;
PA-2024-03468;02/27/2024 04:23 PM;02/27/2024 04:43 PM;Pata Amiga Florianópolis Norte;LJ-017;Saco Grande;Racao Medicamentosa;vale pet;5;0;0;7.8;357,52;24,31;333,21;1;app;2024-02-29;2024-03-01;2024-03-04;2024-03-05;13,90;Logistica Propria;Entregue;produto fora de linha - substituido
PA-2024-03469;02/27/2024 03:10 PM;02/27/2024 05:10 PM;PATA AMIGA SANTO AMARO DA IMPERATRIZ;;Sul do Rio;SERVICO;PIX;4;0;;10,0;710,94;72;638;Sim;WhatsApp;2024-03-02;2024-03-02;2024-03-03;2024-03-06;16,17;Rapido Catarinense;Entregue;
PA-2024-03467;02/27/2024 04:30 PM;02/27/2024 05:20 PM;Pata Amiga Jaragua Do Sul;;Jaragua Esquerdo;Medicamentos;Boleto;3;;0;8.8;R$ 254,94;R$ 0,00;254,94;N;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03473;02/27/2024 03:25 PM;02/27/2024 05:25 PM;Pata Amiga Laguna;LJ-024;Magalhaes;medicamento;boleto;5;0;0;6,2;575,96;103,67;472,29;true;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03465;02/27/2024 10:15 PM;02/27/2024 11:35 PM;Pata Amiga Gaspar;LJ-007;Poco Grande;Higiene e Beleza;pix;3;0;0;7,6;162,60;25,20;137,40;;App;;;;;;;Pedido cancelado;pedido recorrente
PA-2024-03462;02/27/2024 04:15 PM;02/28/2024 02:15 AM;Pata Amiga Blumenau Centro;;Ribeirao Fresco;Hig.;pix;3;0;0;8,7;94,66;14.67;R$ 79,99;V;APP;2024-02-29;2024-02-29;2024-03-05;2024-03-07;17.30;TransPet Log;Entregue;pedido recorrente
PA-2024-03483;02/28/2024 01:40 AM;02/28/2024 02:15 AM;Pata Amiga Jaragua do Sul;;Jaragua Esquerdo;Medicamentos;Vale Pet;5;0;0;6,5;R$ 587,83;106,40;481.43;sim;App;2024-03-02;2024-03-03;2024-03-08;2024-03-10;R$ 23,24;TransPet Log;Entregue;
PA-2024-03485;02/28/2024 03:00 AM;02/28/2024 03:50 AM;Pata Amiga São Bento do Sul;LJ-015;Serra Alta;Racao Medicamentosa;CARTAO DE CREDITO;7;0;0;23.2;514,82;64.35;450;Sim;APP;;;;;;;Pedido cancelado;
PA-2024-03490;02/28/2024 04:20 AM;02/28/2024 05:40 AM;PATA AMIGA FLORIANOPOLIS NORTE;;Rio Vermelho;petisco;dinheiro;5;0;0;17.7;233,52;R$ 65,85;167;S;;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2024-03477;02/28/2024 06:07 AM;02/28/2024 06:57 AM;Pata Amiga Rio Do Sul;;Barragem;PETISCO;Cartão de Débito;4;0;0;10.0;209;41.30;168.35;V;Telefone;2024-02-29;2024-02-29;2024-03-04;2024-03-05;17,96;Logistica Propria;Entregue;pedido recorrente
PA-2024-03489;02/28/2024 04:52 AM;02/28/2024 09:52 AM;Pata Amiga Florianopolis Norte;LJ-017;Saco Grande;petisco;Pix;12;0;0;11.7;R$ 298,26;R$ 84,11;R$ 214,15;sim;app;;;;;;;Pedido cancelado;produto fora de linha - substituido
PA-2024-03495;02/28/2024 09:10 AM;02/28/2024 11:10 AM;Pata Amiga Santo Amaro da Imperatriz;;Braco Sao Joao;Acessório;Pix;-;0;;2,5;63,42;0,06;63,36;sim;App;2024-03-02;2024-03-03;2024-03-11;2024-03-13;13.07;Logistica Propria;Entregue;
PA-2024-03484;02/28/2024 10:38 AM;02/28/2024 11:28 AM;Pata Amiga Jaraguá do Sul;LJ-014;Jaragua Esquerdo;Servicos;Dinheiro;;0;1;3.6;133;R$ 24,23;109.63;1;Tel.;2024-03-02;2024-03-02;;;;TransPet Log;Aguardando despacho;
PA-2024-03481;02/28/2024 10:47 AM;02/28/2024 12:07 PM;pata amiga joinville sul;;Jarivatuba;Petisco;Cartão de Débito;5;0;2;14,5;118.80;14;103,95;SIM;LOJA FISICA;;;;;;;Retirada na loja;
PA-2024-03498;02/28/2024 04:55 AM;02/28/2024 02:55 PM;Pata Amiga Xanxerê;;Bela Vista;Petisco;BOLETO;2;-;1;1.4;90.18;R$ 0,99;89;SIM;App Pata Amiga;2024-03-01;2024-03-01;2024-03-04;2024-03-06;-;Rapido Catarinense;Entregue;
PA-2024-03480;02/28/2024 12:40 PM;02/28/2024 03:40 PM;pata amiga joinville sul;LJ-013;Boa Vista;PETISCO;BOLETO;2;0;1;7.9;R$ 61,56;R$ 7,70;53,86;sim;WHATSAPP;2024-03-01;;;;;TransPet Log;Aguardando nota fiscal;cliente pediu entrega no periodo da tarde
PA-2024-03475;02/28/2024 07:35 AM;02/28/2024 05:35 PM;Pata Amiga Blumenau Centro;LJ-001;Progresso;medicamento;Cartão de Débito;2;0;0;8,3;R$ 203,95;0,00;R$ 203,95;F;App;2024-03-02;2024-03-03;2024-03-07;2024-03-10;31,46;Rapido Catarinense;Entregue;pedido recorrente
PA-2024-03497;02/28/2024 05:38 PM;02/28/2024 06:13 PM;Pata Amiga Concordia;;Centro;Medicamentos;PIX;3;0;0;12.2;296;3,26;293,30;sim;app;2024-03-01;;;;;Rapido Catarinense;Aguardando nota fiscal;
PA-2024-03487;02/28/2024 05:55 PM;02/28/2024 06:15 PM;Pata Amiga Florianopolis Norte;;Saco Grande;PETISCO;Pix;5;0;0;15.2;130,67;36.85;R$ 93,82;S;;2024-03-01;2024-03-01;2024-03-04;2024-03-07;R$ 45,63;Logistica Propria;Entregue;pedido recorrente
PA-2024-03488;02/28/2024 05:12 PM;02/28/2024 06:32 PM;Pata Amiga Florianópolis Norte;LJ-017;Trindade;Racao;dinheiro;3;0;0;10.1;680.87;R$ 192,01;488;;loja fisica;;;;;;;Retirada na loja;
PA-2024-03493;02/28/2024 08:47 AM;02/28/2024 06:47 PM;Pata Amiga Florianopolis Norte/SC;LJ-017;Trindade;petisco;PIX;11;0;0;15,7;335,63;94.65;240,98;V;loja fisica;;;;;;;Retirada na loja;embalagem para presente
PA-2024-03491;02/28/2024 07:40 PM;02/28/2024 08:15 PM;PATA AMIGA FLORIANOPOLIS NORTE;LJ-017;Ingleses;RAÇÃO;DINHEIRO;9;1;0;8,7;1.262,74;356,09;R$ 906,65;V;Tel.;2024-03-02;2024-03-02;2024-03-03;2024-03-04;26,18;TransPet Log;Entregue;
PA-2024-03482;02/28/2024 08:55 PM;02/28/2024 09:45 PM;Pata Amiga Joinville Sul;;Vila Nova;Petisco;CARTAO DE DEBITO;6;0;0;7.0;R$ 130,01;16,25;R$ 113,76;Sim;Site;2024-02-29;2024-02-29;2024-03-03;2024-03-05;28.19;Correios;Entregue;produto fora de linha - substituido
PA-2024-03496;02/28/2024 12:52 PM;02/28/2024 10:52 PM;Pata Amiga Chapecó;LJ-029;Efapi;Brinquedos;Pix;1;;0;3.0;60.92;0.67;R$ 60,25;sim;Loja Fisica;;;;;;;Retirada na loja;pedido recorrente
PA-2024-03486;02/28/2024 11:35 PM;02/28/2024 11:45 PM;Pata Amiga Itapoá;;Balneario Itapoa;Racao Seca;vale pet;7;1;n/d;24.2;R$ 1.125,06;R$ 140,63;R$ 984,43;;SITE;2024-03-03;2024-03-03;2024-03-07;2024-03-10;R$ 36,77;Entrega Expressa SC;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03478;02/28/2024 08:55 PM;02/28/2024 11:55 PM;pata amiga brusque;;Aguas Claras;servico;Pix;4;0;0;9,0;R$ 304,84;R$ 11,58;293;sim;WHATSAPP;2024-02-29;2024-02-29;2024-03-02;2024-03-04;R$ 22,72;TransPet Log;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03476;02/28/2024 09:10 PM;02/29/2024 12:10 AM;Pata Amiga Rio Do Sul;;Budag;Serviço;vale pet;7;0;0;21.6;R$ 657,30;R$ 129,49;527,81;SIM;site;2024-03-02;2024-03-03;2024-03-09;2024-03-12;51;Entrega Expressa SC;Entregue;
PA-2024-03479;02/28/2024 07:23 PM;02/29/2024 12:23 AM;PATA AMIGA JOINVILLE SUL;LJ-013;Boa Vista;Hig.;Especie;8;1;0;14.6;229.41;28;200,73;V;LOJA FISICA;;;;;;;Retirada na loja;
PA-2024-03514;02/29/2024 01:40 AM;02/29/2024 01:50 AM;Pata Amiga Laguna/SC;;Magalhaes;petisco;vale pet;9;1;0;22,5;R$ 209,68;R$ 41,31;R$ 168,37;1;App;2024-03-03;2024-03-04;2024-03-06;;;Entrega Expressa SC;Despachado - em transito;
PA-2024-03512;02/29/2024 05:47 AM;02/29/2024 06:22 AM;Pata Amiga Araranguá;LJ-023;Centro;Higiene e Beleza;CARTAO DE DEBITO;2;0;2;7.5;61,74;13,71;R$ 48,03;1;SITE;2024-03-02;2024-03-02;2024-03-06;2024-03-10;22;Rapido Catarinense;Entregue;aguardando confirmacao de estoque
PA-2024-03494;02/28/2024 08:47 PM;02/29/2024 06:47 AM;Pata Amiga Palhoça;;Pagani;Medicamentos;CARTAO DE DEBITO;3;0;;9,2;369,11;0;369,11;0;Site;2024-03-02;2024-03-03;2024-03-05;2024-03-06;R$ 34,56;TransPet Log;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03492;02/28/2024 09:10 PM;02/29/2024 07:10 AM;Pata Amiga Florianopolis Norte/SC;LJ-017;Costeira;racao;Credito;3;;n/d;5.4;611,51;172,45;439,06;V;App Pata Amiga;2024-03-03;2024-03-04;2024-03-08;2024-03-10;18;Entrega Expressa SC;Entregue;produto fora de linha - substituido
PA-2024-03501;02/29/2024 08:00 AM;02/29/2024 08:10 AM;PATA AMIGA BRUSQUE;;Dom Joaquim;servico;Dinheiro;1;0;0;1.9;R$ 112,41;0,00;R$ 112,41;N;Site;2024-03-03;2024-03-04;2024-03-05;2024-03-07;R$ 10,43;Entrega Expressa SC;Entregue;aguardando confirmacao de estoque
PA-2024-03516;02/29/2024 07:55 AM;02/29/2024 08:15 AM;PATA AMIGA CURITIBANOS;LJ-028;Centro;Acessorios;CARTAO DE DEBITO;4;0;0;9.3;255,78;13,56;242.22;X;SITE;2024-03-01;2024-03-02;2024-03-04;2024-03-07;28,52;Rapido Catarinense;Entregue;
PA-2024-03513;02/29/2024 06:55 AM;02/29/2024 09:55 AM;Pata Amiga Araranguá;LJ-023;Urussanguinha;Ração;Boleto;;0;2;33.7;1.419,03;315,02;1.104,01;S;LOJA FISICA;;;;;;;Retirada na loja;
PA-2024-03509;02/29/2024 08:05 AM;02/29/2024 10:05 AM;Pata Amiga Tubarao;LJ-022;Passagem;Higiene;vale pet;5;0;0;6.3;R$ 204,60;40,31;164,29;;WHATSAPP;2024-03-02;2024-03-02;2024-03-07;2024-03-09;R$ 19,81;Rapido Catarinense;Entregue;
PA-2024-03500;02/29/2024 09:52 AM;02/29/2024 10:27 AM;Pata Amiga Itajai Praia;LJ-003;Cordeiros;Rac.;Pix;;0;1;3,0;217,27;0,00;217.27;nao;;2024-03-02;2024-03-03;2024-03-07;2024-03-09;10,59;Entrega Expressa SC;Entregue;pedido recorrente
PA-2024-03499;02/29/2024 10:40 AM;02/29/2024 11:00 AM;Pata Amiga Blumenal Centro;LJ-001;Ribeirao Fresco;Brinquedos;BOLETO;3;0;0;5,7;99.44;0;99,44;Não;Site;2024-03-01;2024-03-01;2024-03-03;2024-03-05;13,31;TransPet Log;Entregue;
PA-2024-03503;02/29/2024 12:47 PM;02/29/2024 12:57 PM;pata amiga ibirama;LJ-011;Centro;petisco;DINHEIRO;2;0;N/I;3.5;R$ 72,44;5,72;66;Sim;SITE;2024-03-02;2024-03-02;2024-03-09;2024-03-13;10.19;Correios;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03511;02/29/2024 08:47 AM;02/29/2024 01:47 PM;Pata Amiga Ararangua;;Urussanguinha;RACAO;Credito;8;1;0;29.9;R$ 1.811,08;402;1.409,02;X;WhatsApp;2024-03-02;2024-03-03;2024-03-07;2024-03-10;101,35;Correios;Entregue;
PA-2024-03506;02/29/2024 12:47 PM;02/29/2024 02:07 PM;Pata Amiga Palhoça;;Guarda do Cubatao;Ração Medicamentosa;CARTAO DE CREDITO;1;0;0;3,4;80,14;0,00;80.14;NAO;APP;2024-03-01;2024-03-02;;;;TransPet Log;Aguardando despacho;
PA-2024-03502;02/29/2024 02:40 PM;02/29/2024 03:30 PM; Pata Amiga Gaspar;LJ-007;Bela Vista;Higiene;DINHEIRO;1;n/d;0;4,1;R$ 55,85;R$ 0,00;55,85;false;SITE;2024-03-01;2024-03-01;2024-03-05;2024-03-07;R$ 15,96;Logistica Propria;Entregue;
PA-2024-03510;02/29/2024 05:55 AM;02/29/2024 03:55 PM;pata amiga araranguá;LJ-023;Cidade Alta;Racao Medicamentosa;PIX;;0;0;7.1;950,05;210,91;R$ 739,14;X;site;2024-03-02;2024-03-02;2024-03-03;2024-03-06;R$ 28,57;TransPet Log;Entregue;embalagem para presente
PA-2024-03505;02/29/2024 02:05 PM;02/29/2024 05:05 PM;Pata Amiga São Bento do Sul;LJ-015;Serra Alta;Racao;Cartão de Débito;3;0;0;11.3;643,87;28.33;R$ 615,54;X;Site;2024-03-02;2024-03-02;2024-03-06;2024-03-09;26,52;Correios;Entregue;aguardando confirmacao de estoque
PA-2024-03515;02/29/2024 05:20 PM;02/29/2024 05:40 PM;PATA AMIGA LAGES;LJ-025;Coral;Hig.;VALE PET;2;0;0;2,0;111,73;5,92;105,81;true;App Pata Amiga;2024-03-01;2024-03-01;2024-03-03;2024-03-04;9;Entrega Expressa SC;Entregue;produto fora de linha - substituido
PA-2024-03508;02/29/2024 07:45 PM;02/29/2024 07:55 PM;PATA AMIGA TUBARAO;;Humaita;Med.;Cartao de Debito;4;0;0;16.4;456,44;89,92;R$ 366,52;;TELEFONE;;;;;;;Pedido cancelado;pedido recorrente
PA-2024-03517;02/29/2024 10:20 PM;02/29/2024 10:40 PM;Pata Amiga Chapeco/SC;;Efapi;Rac.;vale pet;2;0;0;8,1;394.84;0,00;R$ 394,84;N;site;2024-03-03;2024-03-03;;;;Correios;Aguardando despacho;pedido recorrente
PA-2024-03507;02/29/2024 06:40 PM;02/29/2024 11:40 PM;PATA AMIGA SANTO AMARO DA IMPERATRIZ;LJ-020;Sul do Rio;brinquedo;CARTAO DE DEBITO;2;0;0;7.0;79,47;11,92;67,55;Sim;Whatsapp;2024-03-03;2024-03-03;2024-03-15;;;TransPet Log;Despachado - em transito;produto fora de linha - substituido
PA-2024-03504;02/29/2024 11:55 PM;03/01/2024 12:15 AM;Pata Amiga Rio Dos Cedros;LJ-012;Centro;RACAO;Dinheiro;3;0;0;3.7;448.35;R$ 23,76;424,59;X;LOJA FISICA;;;;;;;Retirada na loja;
PA-2024-03523;03/01/2024 06:00 AM;03/01/2024 07:20 AM; Pata Amiga Gaspar;LJ-007;Bela Vista;Servico;boleto;6;;0;3.3;816.57;75.12;741,45;Sim;Site;2024-03-02;;;;;Correios;Aguardando nota fiscal;
PA-2024-03526;03/01/2024 08:10 AM;03/01/2024 10:10 AM;Pata Amiga Concórdia;LJ-030;Nacoes;Servicos;Credito;1;0;0;0,7;R$ 162,70;15,62;147;Sim;APP;2024-03-03;2024-03-03;2024-03-06;2024-03-09;5,91;Correios;Entregue;
